_id_x,EOD_INDEX_NAME,EOD_OPEN_INDEX_VAL,EOD_HIGH_INDEX_VAL,EOD_CLOSE_INDEX_VAL,EOD_LOW_INDEX_VAL,EOD_TIMESTAMP,TIMESTAMP,_id_y,HIT_INDEX_NAME_UPPER,HIT_TRADED_QTY,HIT_TURN_OVER,HIT_TIMESTAMP
64996b303c4faf0007f06992,NIFTY 50,5937.65,5963.9,5950.85,5935.2,01-JAN-2013,2012-12-31T18:30:00.000Z,6499e007651b8f0006a1fb9b,NIFTY 50,77902745.0,3298.74,01-01-2013
64996b3a583df60007d9b8aa,NIFTY 50,5982.6,6006.05,5993.25,5982.0,02-JAN-2013,2013-01-01T18:30:00.000Z,6499c0ec20257400068ad80f,NIFTY 50,116057389.0,4992.9,02-01-2013
64996b44c504a400073793c3,NIFTY 50,6015.8,6017.0,6009.5,5986.55,03-JAN-2013,2013-01-02T18:30:00.000Z,6499c0f10292910007ab44f0,NIFTY 50,99989933.0,4883.13,03-01-2013
64996b4e7f346a00085d3b11,NIFTY 50,6011.95,6020.75,6016.15,5981.55,04-JAN-2013,2013-01-03T18:30:00.000Z,6499c0f6a2dba60007b88fe6,NIFTY 50,113232990.0,5191.38,04-01-2013
64996b580715db000745550d,NIFTY 50,6042.15,6042.15,5988.4,5977.15,07-JAN-2013,2013-01-06T18:30:00.000Z,6499c0fbf4931e00079216b7,NIFTY 50,110248018.0,5093.62,07-01-2013
64996b62c639690007a945b0,NIFTY 50,5983.45,6007.05,6001.7,5964.4,08-JAN-2013,2013-01-07T18:30:00.000Z,6499c1001c3e20000785364a,NIFTY 50,109937502.0,5247.74,08-01-2013
64996b6c5f8da90007765dec,NIFTY 50,6006.2,6020.1,5971.5,5958.45,09-JAN-2013,2013-01-08T18:30:00.000Z,6499c1050aad390007df45c4,NIFTY 50,129635568.0,6462.35,09-01-2013
64996b765f8da90007765e0d,NIFTY 50,5998.8,6005.15,5968.65,5947.3,10-JAN-2013,2013-01-09T18:30:00.000Z,6499c10afe0f1b00075a537c,NIFTY 50,129767384.0,6191.88,10-01-2013
64996b815eac8b00071e9574,NIFTY 50,6012.4,6018.85,5951.3,5940.6,11-JAN-2013,2013-01-10T18:30:00.000Z,6499c10f5f8da900077661da,NIFTY 50,128022002.0,8228.71,11-01-2013
64996b8b3c4faf0007f069b3,NIFTY 50,5967.2,6036.9,6024.05,5962.15,14-JAN-2013,2013-01-13T18:30:00.000Z,6499c11414afed00075588e5,NIFTY 50,134711348.0,7279.83,14-01-2013
64996b95b99c43000745191f,NIFTY 50,6037.85,6068.5,6056.6,6018.6,15-JAN-2013,2013-01-14T18:30:00.000Z,6499c1195baeaf0007bee019,NIFTY 50,138364003.0,6978.26,15-01-2013
64996b9f5baeaf0007beda03,NIFTY 50,6049.0,6055.95,6001.85,5992.05,16-JAN-2013,2013-01-15T18:30:00.000Z,6499c11e14afed0007558909,NIFTY 50,128985952.0,6172.67,16-01-2013
64996ba9583df60007d9b8cb,NIFTY 50,6001.25,6053.2,6039.2,5988.1,17-JAN-2013,2013-01-16T18:30:00.000Z,6499c1233c4faf0007f06ddd,NIFTY 50,178954867.0,7569.17,17-01-2013
64996bb3713d960006388872,NIFTY 50,6059.85,6083.4,6064.4,6048.3,18-JAN-2013,2013-01-17T18:30:00.000Z,6499c128fe0f1b00075a53a0,NIFTY 50,186460701.0,8321.15,18-01-2013
64996bbd81a8e90007086970,NIFTY 50,6085.75,6094.35,6082.3,6065.1,21-JAN-2013,2013-01-20T18:30:00.000Z,6499c12d0715db000745596f,NIFTY 50,130866385.0,6065.99,21-01-2013
64996bc7713d960006388893,NIFTY 50,6080.15,6101.3,6048.5,6040.5,22-JAN-2013,2013-01-21T18:30:00.000Z,6499c1320292910007ab4514,NIFTY 50,129041713.0,5744.09,22-01-2013
64996bd1d63e1500078314ce,NIFTY 50,6052.85,6069.8,6054.3,6021.15,23-JAN-2013,2013-01-22T18:30:00.000Z,6499c1370aad390007df45e8,NIFTY 50,136989190.0,5932.29,23-01-2013
64996bdb5baeaf0007beda24,NIFTY 50,6046.2,6065.3,6019.35,6007.85,24-JAN-2013,2013-01-23T18:30:00.000Z,6499c13da23ed6000770e2f9,NIFTY 50,185210189.0,7884.14,24-01-2013
64996be57f069a00076e0608,NIFTY 50,6024.5,6080.55,6074.65,6014.45,25-JAN-2013,2013-01-24T18:30:00.000Z,6499c1420aad390007df460c,NIFTY 50,147587200.0,6384.65,25-01-2013
64996bef583df60007d9b8ec,NIFTY 50,6082.1,6088.4,6074.8,6061.4,28-JAN-2013,2013-01-27T18:30:00.000Z,6499c1475baeaf0007bee03d,NIFTY 50,113113004.0,5592.39,28-01-2013
64996bfa0292910007ab4067,NIFTY 50,6064.7,6111.8,6049.9,6042.45,29-JAN-2013,2013-01-28T18:30:00.000Z,6499c14c651b8f0006a1f71a,NIFTY 50,157553752.0,8261.34,29-01-2013
64996c043c4faf0007f069d4,NIFTY 50,6065.0,6071.95,6055.75,6044.15,30-JAN-2013,2013-01-29T18:30:00.000Z,6499c1515f8da900077661fe,NIFTY 50,124222858.0,6220.8,30-01-2013
64996c0ee0c79a0007b97938,NIFTY 50,6045.65,6058.05,6034.75,6025.15,31-JAN-2013,2013-01-30T18:30:00.000Z,6499c156fe0f1b00075a53c4,NIFTY 50,168516750.0,8753.14,31-01-2013
64996c18d63e1500078314ef,NIFTY 50,6040.95,6052.95,5998.9,5983.2,01-FEB-2013,2013-01-31T18:30:00.000Z,6499c15bb99c430007451dc5,NIFTY 50,159271140.0,6189.27,01-02-2013
64996c220292910007ab4088,NIFTY 50,6025.2,6038.5,5987.25,5981.25,04-FEB-2013,2013-02-03T18:30:00.000Z,6499c16050638400061d2a5e,NIFTY 50,141741868.0,6166.05,04-02-2013
64996c2c3c4faf0007f069f5,NIFTY 50,5948.2,5970.35,5956.9,5946.9,05-FEB-2013,2013-02-04T18:30:00.000Z,6499c1650292910007ab4538,NIFTY 50,136227506.0,5332.28,05-02-2013
64996c36f4931e000792129e,NIFTY 50,5988.05,5990.9,5959.2,5953.15,06-FEB-2013,2013-02-05T18:30:00.000Z,6499c16a3c4faf0007f06e01,NIFTY 50,157815926.0,5865.83,06-02-2013
64996c405eac8b00071e9595,NIFTY 50,5936.45,5978.5,5938.8,5927.6,07-FEB-2013,2013-02-06T18:30:00.000Z,6499c16f3c4faf0007f06e25,NIFTY 50,157647191.0,5555.4,07-02-2013
64996c4a14afed00075583e1,NIFTY 50,5929.1,5953.7,5903.5,5883.65,08-FEB-2013,2013-02-07T18:30:00.000Z,6499c174a23ed6000770e31d,NIFTY 50,192607376.0,6761.75,08-02-2013
64996c547f346a00085d3b32,NIFTY 50,5920.05,5924.15,5897.85,5879.1,11-FEB-2013,2013-02-10T18:30:00.000Z,6499c1795a078e000794fab9,NIFTY 50,121958667.0,5506.43,11-02-2013
