Date,Open,High,Low,Close,Shares Traded,Turnover Rs In Cr
13-Jun-24,23480.95,23481.05,23353.9,23398.9,268279841,30151.67
14-Jun-24,23464.95,23490.4,23334.25,23465.6,223086741,25746.34
18-Jun-24,23570.8,23579.05,23499.7,23557.9,272207297,29389.75
19-Jun-24,23629.85,23664,23412.9,23516,328811255,39430.39
20-Jun-24,23586.15,23624,23442.6,23567,280336970,33390.07
21-Jun-24,23661.15,23667.1,23398.2,23501.1,609877803,70062.97
24-Jun-24,23382.3,23558.1,23350,23537.85,239358460,24862.37
25-Jun-24,23577.1,23754.15,23562.05,23721.3,298111025,34263.36
26-Jun-24,23723.1,23889.9,23670.45,23868.8,287824687,33979.62
27-Jun-24,23881.55,24087.45,23805.4,24044.5,515227010,61216.71
28-Jun-24,24085.9,24174,23985.8,24010.6,354779832,41242.87
01-Jul-24,23992.95,24164,23992.7,24141.95,242468081,28204.06
02-Jul-2024,24228.75,24236.35,24056.4,24123.85,309629240,34838.65
03-Jul-2024,24291.75,24309.15,24207.1,24286.5,289201551,36661.17
04-Jul-2024,24369.95,24401,24281,24302.15,251189844,28466.6
05-Jul-2024,24213.35,24363,24168.85,24323.85,298381204,32052.48
08-Jul-2024,24329.45,24344.6,24240.55,24320.55,266299131,26356.03
09-Jul-2024,24351,24443.6,24331.9,24433.2,250537091,29361.08
10-Jul-2024,24459.85,24461.05,24141.8,24324.45,292263786,35358.54
11-Jul-2024,24396.55,24402.65,24193.75,24315.95,306404194,32115.44
12-Jul-2024,24387.95,24592.2,24331.15,24502.15,325823474,39565.33
15-Jul-2024,24587.6,24635.05,24522.75,24586.7,305395934,31593.04
16-Jul-2024,24615.9,24661.25,24587.65,24613,283212233,28668.71
18-Jul-2024,24543.8,24837.75,24504.45,24800.85,350924425,40477.17
19-Jul-2024,24853.8,24854.8,24508.15,24530.9,343772965,33588.08
22-Jul-2024,24445.75,24595.2,24362.3,24509.25,324190553,32496.23
23-Jul-2024,24568.9,24582.55,24074.2,24479.05,436408768,44921.42
24-Jul-2024,24444.95,24504.25,24307.25,24413.5,366616574,39538.11
25-Jul-2024,24230.95,24426.15,24210.8,24406.1,391821970,37853.62
26-Jul-2024,24423.35,24861.15,24410.9,24834.85,383826136,42118.36
29-Jul-2024,24943.3,24999.75,24774.6,24836.1,354966070,37102.92
30-Jul-2024,24839.4,24971.75,24798.65,24857.3,384989431,37576.58
31-Jul-2024,24886.7,24984.6,24856.5,24951.15,333646302,35411.32
01-Aug-2024,25030.95,25078.3,24956.4,25010.9,431313292,38822.9
02-Aug-2024,24789,24851.9,24686.85,24717.7,345027881,35368.54
05-Aug-2024,24302.85,24350.05,23893.7,24055.6,486994718,45066.65
06-Aug-2024,24189.85,24382.6,23960.4,23992.55,312339387,31553.65
07-Aug-2024,24289.4,24337.7,24184.9,24297.5,317564429,29738.85
08-Aug-2024,24248.55,24340.5,24079.7,24117,311875940,30858.18
09-Aug-2024,24386.85,24419.75,24311.2,24367.5,215129992,22339.19
12-Aug-2024,24320.05,24472.8,24212.1,24347,279925100,30311.85
13-Aug-2024,24342.35,24359.95,24116.5,24139,239727640,25459.58
14-Aug-2024,24184.4,24196.5,24099.7,24143.75,303254705,27834.61
16-Aug-2024,24334.85,24563.9,24204.5,24541.15,271611087,28521.9
19-Aug-2024,24636.35,24638.8,24522.95,24572.65,243645503,22124.41
20-Aug-2024,24648.9,24734.3,24607.2,24698.85,238318940,25478.73
21-Aug-2024,24680.55,24787.95,24654.5,24770.2,257114212,27404.63
22-Aug-2024,24863.4,24867.35,24784.45,24811.5,220345125,24227.03
23-Aug-2024,24845.4,24858.4,24771.65,24823.15,206800655,23134.22
26-Aug-2024,24906.1,25043.8,24874.7,25010.6,210266456,22166.86
27-Aug-2024,25024.8,25073.1,24973.65,25017.75,223346636,26695
28-Aug-2024,25030.8,25129.6,24964.65,25052.35,220419448,26994.19
29-Aug-2024,25035.3,25192.9,24998.5,25151.95,353993900,43221.73
30-Aug-2024,25249.7,25268.35,25199.4,25235.9,638166179,89554.91
02-Sep-2024,25333.6,25333.65,25235.5,25278.7,222815249,28187.71
03-Sep-2024,25313.4,25321.7,25235.8,25279.85,212131921,27276.14
04-Sep-2024,25089.95,25216,25083.8,25198.7,253788501,26293.35
05-Sep-2024,25250.5,25275.45,25127.75,25145.1,222242223,26272.38
06-Sep-2024,25093.7,25168.75,24801.3,24852.15,311671856,33001.17
09-Sep-2024,24823.4,24957.5,24753.15,24936.4,254367252,25180.28
10-Sep-2024,24999.4,25130.5,24896.8,25041.1,251274802,27846.31
11-Sep-2024,25034,25113.7,24885.15,24918.45,279229206,29395.73
12-Sep-2024,25059.65,25433.35,24941.45,25388.9,380069653,41747.91
13-Sep-2024,25430.45,25430.5,25292.45,25356.5,250781898,25530.69
16-Sep-2024,25406.65,25445.7,25336.2,25383.75,168694880,18705.01
17-Sep-2024,25416.9,25441.65,25352.25,25418.55,215956868,25280.83
18-Sep-2024,25402.4,25482.2,25285.55,25377.55,215727159,28832
19-Sep-2024,25487.05,25611.95,25376.05,25415.8,314461263,34389.27
20-Sep-2024,25525.95,25849.25,25426.6,25790.95,533067422,68915.27
23-Sep-2024,25872.55,25956,25847.35,25939.05,209187756,24825.74
24-Sep-2024,25921.45,26011.55,25886.85,25940.4,384115033,35573.63
25-Sep-2024,25899.45,26032.8,25871.35,26004.15,278540972,27868.08
26-Sep-2024,26005.4,26250.9,25998.4,26216.05,370895477,40838.36
27-Sep-2024,26248.25,26277.35,26151.4,26178.95,490332370,55420.63
30-Sep-2024,26061.3,26134.7,25794.1,25810.85,375370974,36028.06
01-Oct-2024,25788.45,25907.6,25739.2,25796.9,247423786,27473.29
03-Oct-2024,25452.85,25639.45,25230.3,25250.1,423395030,45689.5
04-Oct-2024,25181.9,25485.05,24966.8,25014.6,374914801,42719.71
07-Oct-2024,25084.1,25143,24694.35,24795.75,374345795,40550.24
08-Oct-2024,24832.2,25044,24756.8,25013.15,333220055,33493.36
09-Oct-2024,25065.8,25234.05,24947.7,24981.95,290562844,30877.63
10-Oct-2024,25067.05,25134.05,24979.4,24998.45,261364749,28046.45
11-Oct-2024,24985.3,25028.65,24920.05,24964.25,210462717,21734.97
14-Oct-2024,25023.45,25159.75,25017.5,25127.95,206423311,21270.9
15-Oct-2024,25186.3,25212.05,25008.15,25057.35,257228772,29113.88
16-Oct-2024,25008.55,25093.4,24908.45,24971.3,226774456,24115.83
17-Oct-2024,25027.4,25029.5,24728.9,24749.85,252755662,32606.34
18-Oct-2024,24664.95,24886.2,24567.65,24854.05,290855392,31772.76
21-Oct-2024,24956.15,24978.3,24679.6,24781.1,241978957,32207.22
22-Oct-2024,24798.65,24882,24445.8,24472.1,279484697,32801.59
23-Oct-2024,24378.15,24604.25,24378.1,24435.5,284556771,31928.1
24-Oct-2024,24412.7,24480.65,24341.2,24399.4,216686434,27817.66
25-Oct-2024,24418.05,24440.25,24073.9,24180.8,372642214,37068.91
28-Oct-2024,24251.1,24492.6,24134.9,24339.15,278562235,28136.06
29-Oct-2024,24328.85,24484.5,24140.85,24466.85,332044690,35579.48
30-Oct-2024,24371.45,24498.2,24307.3,24340.85,285196335,31068.7
31-Oct-2024,24349.85,24372.45,24172.6,24205.35,287007588,33403.89
01-Nov-2024,24302.75,24368.25,24280.2,24304.35,38811387,3348.45
04-Nov-2024,24315.75,24316.75,23816.15,23995.35,285531635,31561.52
05-Nov-2024,23916.5,24229.05,23842.75,24213.3,289511197,30074.77
06-Nov-2024,24308.75,24537.6,24204.05,24484.05,351082031,34108.84
07-Nov-2024,24489.6,24503.35,24179.05,24199.35,322185588,30971.89
08-Nov-2024,24207.7,24276.15,24066.65,24148.2,298725122,27670.3
11-Nov-2024,24087.25,24336.8,24004.6,24141.3,273370562,26600.28
12-Nov-2024,24225.8,24242,23839.15,23883.45,255825829,26852.73
13-Nov-2024,23822.45,23873.6,23509.6,23559.05,304569316,27765.81
14-Nov-2024,23542.15,23675.9,23484.15,23532.7,257708474,24814.37
18-Nov-2024,23605.3,23606.8,23350.4,23453.8,263311912,25257.33
19-Nov-2024,23529.55,23780.65,23464.8,23518.5,297477279,30486.78
21-Nov-2024,23488.45,23507.3,23263.15,23349.9,420332354,40900.89
22-Nov-2024,23411.8,23956.1,23359,23907.25,367562789,39257.52
25-Nov-2024,24253.55,24351.55,24135.45,24221.9,687172787,85975.81
26-Nov-2024,24343.3,24343.3,24125.4,24194.5,230691771,24140.67
27-Nov-2024,24204.8,24354.55,24145.65,24274.9,295011445,31149.09
28-Nov-2024,24274.15,24345.75,23873.35,23914.15,366745300,41198.27
29-Nov-2024,23927.15,24188.45,23927.15,24131.1,282104071,30509.98
02-Dec-2024,24140.85,24301.7,24008.65,24276.05,220384187,23162.75
03-Dec-2024,24367.5,24481.35,24280,24457.15,339470947,34228.3
04-Dec-2024,24488.75,24573.2,24366.3,24467.45,348003156,34639.78
05-Dec-2024,24539.15,24857.75,24295.55,24708.4,361469920,40471.33
06-Dec-2024,24729.45,24751.05,24620.5,24677.8,226731303,23904.13
09-Dec-2024,24633.9,24705,24580.05,24619,248139308,25099.79
10-Dec-2024,24652.65,24677.8,24510.65,24610.05,261048951,26093.38
11-Dec-2024,24620.5,24691.75,24583.85,24641.8,187252712,21592.23
12-Dec-2024,24604.45,24675.25,24527.95,24548.7,266051129,28235.17
13-Dec-2024,24498.35,24792.3,24180.8,24768.3,310080852,30429.73
16-Dec-2024,24753.4,24781.25,24601.75,24668.25,187551629,18608.23
17-Dec-2024,24584.8,24624.1,24303.45,24336,264881033,26765.16
18-Dec-2024,24297.95,24394.45,24149.85,24198.85,235346534,23315.92
19-Dec-2024,23877.15,24004.9,23870.3,23951.7,271128027,27815.23
20-Dec-2024,23960.7,24065.8,23537.35,23587.5,442714411,47084.68
23-Dec-2024,23738.2,23869.55,23647.2,23753.45,189758237,18243.28
24-Dec-2024,23769.1,23867.65,23685.15,23727.65,177664746,16010.71
26-Dec-2024,23775.8,23854.5,23653.6,23750.2,177681783,16695.1
27-Dec-2024,23801.4,23938.85,23800.6,23813.4,176821521,17164.99
30-Dec-2024,23796.9,23915.35,23599.3,23644.9,364929453,33823.95
31-Dec-2024,23560.6,23689.85,23460.45,23644.8,193627727,18646.79
